#Filename                      Shift
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00143_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00144_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00145_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00146_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00147_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00148_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00149_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00150_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00151_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00152_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00153_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00154_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00155_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00156_a_straight_es_ms.fits     -0.3333334
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00157_a_straight_es_ms.fits     -0.0000001
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00158_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00159_a_straight_es_ms.fits      0.6666667
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00160_a_straight_es_ms.fits      0.6666666
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00161_a_straight_es_ms.fits      0.3333333
